ID                                       0x55a2
Delivery_person_ID              COIMBRES13DEL02
Delivery_person_Age                   34.000000
Delivery_person_Ratings                4.700000
Restaurant_latitude                   11.003669
Restaurant_longitude                  76.976494
Delivery_location_latitude            11.053669
Delivery_location_longitude           77.026494
Order_Date                           11-03-2022
Time_Orderd                               23:60
Time_Order_picked                         24:15
Weather conditions                        Sunny
Road_traffic_density                        Low
Vehicle_condition                             2
Type_of_order                              Meal
Type_of_vehicle                electric_scooter
multiple_deliveries                    0.000000
Festival                                     No
City                              Metropolitian
Time_taken (min)                      19.000000
Name: 39358, dtype: object
