ID                                      0x59f4
Delivery_person_ID             COIMBRES16DEL03
Delivery_person_Age                  38.000000
Delivery_person_Ratings               4.500000
Restaurant_latitude                  11.010375
Restaurant_longitude                 76.952950
Delivery_location_latitude           11.070375
Delivery_location_longitude          77.012950
Order_Date                          30-03-2022
Time_Orderd                              18:45
Time_Order_picked                        18:50
Weather conditions                       Sunny
Road_traffic_density                    Medium
Vehicle_condition                            0
Type_of_order                           Buffet
Type_of_vehicle                     motorcycle
multiple_deliveries                   1.000000
Festival                                    No
City                             Metropolitian
Time_taken (min)                     28.000000
Name: 12900, dtype: object
