ID                                     0xb860
Delivery_person_ID             INDORES12DEL02
Delivery_person_Age                  29.00000
Delivery_person_Ratings               4.40000
Restaurant_latitude                  22.74806
Restaurant_longitude                 75.89340
Delivery_location_latitude           22.87806
Delivery_location_longitude          76.02340
Order_Date                         18-03-2022
Time_Orderd                             19:25
Time_Order_picked                       19:40
Weather conditions                     Cloudy
Road_traffic_density                      Jam
Vehicle_condition                           2
Type_of_order                            Meal
Type_of_vehicle                    motorcycle
multiple_deliveries                   0.00000
Festival                                   No
City                            Metropolitian
Time_taken (min)                     32.00000
Name: 7715, dtype: object
