ID                                      0x96b
Delivery_person_ID             CHENRES15DEL01
Delivery_person_Age                       NaN
Delivery_person_Ratings                   NaN
Restaurant_latitude                 13.026286
Restaurant_longitude                80.275235
Delivery_location_latitude          13.066286
Delivery_location_longitude         80.315235
Order_Date                         01-03-2022
Time_Orderd                             13:40
Time_Order_picked                       13:45
Weather conditions                     Stormy
Road_traffic_density                     High
Vehicle_condition                           1
Type_of_order                            Meal
Type_of_vehicle                       scooter
multiple_deliveries                  1.000000
Festival                                   No
City                            Metropolitian
Time_taken (min)                    32.000000
Name: 1895, dtype: object
