ID                                     0x747d
Delivery_person_ID             INDORES03DEL01
Delivery_person_Age                 22.000000
Delivery_person_Ratings              4.900000
Restaurant_latitude                 22.751857
Restaurant_longitude                75.866699
Delivery_location_latitude          22.791857
Delivery_location_longitude         75.906699
Order_Date                         19-03-2022
Time_Orderd                             14:60
Time_Order_picked                       15:05
Weather conditions                      Windy
Road_traffic_density                     High
Vehicle_condition                           2
Type_of_order                            Meal
Type_of_vehicle                       scooter
multiple_deliveries                  0.000000
Festival                                   No
City                            Metropolitian
Time_taken (min)                    13.000000
Name: 17435, dtype: object
