ID                                     0x90a3
Delivery_person_ID             CHENRES20DEL03
Delivery_person_Age                 33.000000
Delivery_person_Ratings              3.500000
Restaurant_latitude                 12.975996
Restaurant_longitude                80.221898
Delivery_location_latitude          13.065996
Delivery_location_longitude         80.311898
Order_Date                         31-03-2022
Time_Orderd                             21:55
Time_Order_picked                       22:10
Weather conditions                     Stormy
Road_traffic_density                      Jam
Vehicle_condition                           1
Type_of_order                            Meal
Type_of_vehicle                    motorcycle
multiple_deliveries                  1.000000
Festival                                   No
City                            Metropolitian
Time_taken (min)                    42.000000
Name: 41611, dtype: object
