ID                                    0xcb04
Delivery_person_ID             KOCRES01DEL02
Delivery_person_Age                30.000000
Delivery_person_Ratings             4.900000
Restaurant_latitude                 9.979363
Restaurant_longitude               76.285001
Delivery_location_latitude          9.999363
Delivery_location_longitude        76.305001
Order_Date                        11-02-2022
Time_Orderd                            10:25
Time_Order_picked                      10:35
Weather conditions                     Sunny
Road_traffic_density                     Low
Vehicle_condition                          1
Type_of_order                          Snack
Type_of_vehicle                      scooter
multiple_deliveries                 0.000000
Festival                                  No
City                                     NaN
Time_taken (min)                   11.000000
Name: 9732, dtype: object
