ID                                       0xa241
Delivery_person_ID               INDORES06DEL01
Delivery_person_Age                   33.000000
Delivery_person_Ratings                4.800000
Restaurant_latitude                   22.728163
Restaurant_longitude                  75.884212
Delivery_location_latitude            22.738163
Delivery_location_longitude           75.894212
Order_Date                           07-03-2022
Time_Orderd                               10:15
Time_Order_picked                         10:30
Weather conditions                        Sunny
Road_traffic_density                        Low
Vehicle_condition                             2
Type_of_order                             Snack
Type_of_vehicle                electric_scooter
multiple_deliveries                    0.000000
Festival                                     No
City                                      Urban
Time_taken (min)                      16.000000
Name: 38028, dtype: object
