ID                                      0x6c81
Delivery_person_ID             COIMBRES06DEL03
Delivery_person_Age                  39.000000
Delivery_person_Ratings               4.900000
Restaurant_latitude                  11.021278
Restaurant_longitude                 76.995017
Delivery_location_latitude           11.111278
Delivery_location_longitude          77.085017
Order_Date                          16-03-2022
Time_Orderd                              19:15
Time_Order_picked                        19:25
Weather conditions                      Cloudy
Road_traffic_density                       Jam
Vehicle_condition                            1
Type_of_order                           Drinks
Type_of_vehicle                        scooter
multiple_deliveries                   2.000000
Festival                                    No
City                             Metropolitian
Time_taken (min)                     48.000000
Name: 28901, dtype: object
