ID                                       0x584a
Delivery_person_ID                MYSRES20DEL02
Delivery_person_Age                   24.000000
Delivery_person_Ratings                4.900000
Restaurant_latitude                   12.337978
Restaurant_longitude                  76.616792
Delivery_location_latitude            12.357978
Delivery_location_longitude           76.636792
Order_Date                           01-04-2022
Time_Orderd                               10:35
Time_Order_picked                         10:45
Weather conditions                        Sunny
Road_traffic_density                        Low
Vehicle_condition                             2
Type_of_order                             Snack
Type_of_vehicle                electric_scooter
multiple_deliveries                    0.000000
Festival                                     No
City                              Metropolitian
Time_taken (min)                      20.000000
Name: 36354, dtype: object
