ID                                       0x89e
Delivery_person_ID             COIMBRES11DEL01
Delivery_person_Age                        NaN
Delivery_person_Ratings                    NaN
Restaurant_latitude                  11.001753
Restaurant_longitude                 76.986241
Delivery_location_latitude           11.041753
Delivery_location_longitude          77.026241
Order_Date                          11-03-2022
Time_Orderd                                NaN
Time_Order_picked                        12:35
Weather conditions                         NaN
Road_traffic_density                       NaN
Vehicle_condition                            1
Type_of_order                             Meal
Type_of_vehicle                        scooter
multiple_deliveries                   0.000000
Festival                                    No
City                             Metropolitian
Time_taken (min)                     15.000000
Name: 15819, dtype: object
