ID                                       0x45a4
Delivery_person_ID              COIMBRES05DEL01
Delivery_person_Age                   23.000000
Delivery_person_Ratings                4.800000
Restaurant_latitude                   11.022169
Restaurant_longitude                  76.999594
Delivery_location_latitude            11.062169
Delivery_location_longitude           77.039594
Order_Date                           03-04-2022
Time_Orderd                               12:60
Time_Order_picked                         13:10
Weather conditions                        Sunny
Road_traffic_density                       High
Vehicle_condition                             2
Type_of_order                            Drinks
Type_of_vehicle                electric_scooter
multiple_deliveries                    0.000000
Festival                                     No
City                              Metropolitian
Time_taken (min)                      14.000000
Name: 7223, dtype: object
