ID                                     0x135c
Delivery_person_ID             INDORES03DEL02
Delivery_person_Age                 24.000000
Delivery_person_Ratings              5.000000
Restaurant_latitude                 22.751857
Restaurant_longitude                75.866699
Delivery_location_latitude          22.881857
Delivery_location_longitude         75.996699
Order_Date                         16-03-2022
Time_Orderd                             23:45
Time_Order_picked                       23:60
Weather conditions                      Windy
Road_traffic_density                      Low
Vehicle_condition                           0
Type_of_order                            Meal
Type_of_vehicle                    motorcycle
multiple_deliveries                  0.000000
Festival                                   No
City                            Metropolitian
Time_taken (min)                    21.000000
Name: 38490, dtype: object
