ID                                       0x6d85
Delivery_person_ID             RANCHIRES12DEL01
Delivery_person_Age                       33.00
Delivery_person_Ratings                    4.80
Restaurant_latitude                        0.00
Restaurant_longitude                       0.00
Delivery_location_latitude                 0.04
Delivery_location_longitude                0.04
Order_Date                           24-03-2022
Time_Orderd                               14:10
Time_Order_picked                         14:25
Weather conditions                          Fog
Road_traffic_density                       High
Vehicle_condition                             0
Type_of_order                             Snack
Type_of_vehicle                      motorcycle
multiple_deliveries                        1.00
Festival                                     No
City                              Metropolitian
Time_taken (min)                          30.00
Name: 42237, dtype: object
