ID                                     0x594c
Delivery_person_ID             CHENRES13DEL01
Delivery_person_Age                 22.000000
Delivery_person_Ratings              4.100000
Restaurant_latitude                 13.027018
Restaurant_longitude                80.254791
Delivery_location_latitude          13.097018
Delivery_location_longitude         80.324791
Order_Date                         04-03-2022
Time_Orderd                             20:35
Time_Order_picked                       20:45
Weather conditions                      Sunny
Road_traffic_density                      Jam
Vehicle_condition                           0
Type_of_order                          Buffet
Type_of_vehicle                    motorcycle
multiple_deliveries                  1.000000
Festival                                   No
City                            Metropolitian
Time_taken (min)                    33.000000
Name: 7438, dtype: object
