ID                                       0x6a39
Delivery_person_ID                MYSRES02DEL01
Delivery_person_Age                   33.000000
Delivery_person_Ratings                4.900000
Restaurant_latitude                   12.304569
Restaurant_longitude                  76.643622
Delivery_location_latitude            12.344569
Delivery_location_longitude           76.683622
Order_Date                           03-04-2022
Time_Orderd                               15:25
Time_Order_picked                         15:30
Weather conditions                       Stormy
Road_traffic_density                     Medium
Vehicle_condition                             2
Type_of_order                              Meal
Type_of_vehicle                electric_scooter
multiple_deliveries                    0.000000
Festival                                     No
City                              Metropolitian
Time_taken (min)                      31.000000
Name: 28810, dtype: object
