ID                                       0x286d
Delivery_person_ID             RANCHIRES05DEL03
Delivery_person_Age                   29.000000
Delivery_person_Ratings                4.800000
Restaurant_latitude                   23.355164
Restaurant_longitude                  85.324097
Delivery_location_latitude            23.415164
Delivery_location_longitude           85.384097
Order_Date                           05-03-2022
Time_Orderd                               19:15
Time_Order_picked                         19:20
Weather conditions                       Cloudy
Road_traffic_density                        Jam
Vehicle_condition                             1
Type_of_order                            Buffet
Type_of_vehicle                      motorcycle
multiple_deliveries                    1.000000
Festival                                     No
City                              Metropolitian
Time_taken (min)                      34.000000
Name: 3971, dtype: object
