ID                                       0x777e
Delivery_person_ID                SURRES12DEL02
Delivery_person_Age                   30.000000
Delivery_person_Ratings                4.600000
Restaurant_latitude                   21.183434
Restaurant_longitude                  72.814492
Delivery_location_latitude            21.233434
Delivery_location_longitude           72.864492
Order_Date                           03-03-2022
Time_Orderd                               21:45
Time_Order_picked                         21:60
Weather conditions                       Cloudy
Road_traffic_density                        Jam
Vehicle_condition                             2
Type_of_order                            Buffet
Type_of_vehicle                electric_scooter
multiple_deliveries                    2.000000
Festival                                     No
City                              Metropolitian
Time_taken (min)                      38.000000
Name: 13532, dtype: object
