ID                                     0x974c
Delivery_person_ID             BANGRES03DEL01
Delivery_person_Age                 20.000000
Delivery_person_Ratings              4.700000
Restaurant_latitude                 12.979166
Restaurant_longitude                77.640709
Delivery_location_latitude          12.989166
Delivery_location_longitude         77.650709
Order_Date                         01-04-2022
Time_Orderd                             10:35
Time_Order_picked                       10:40
Weather conditions                      Windy
Road_traffic_density                      Low
Vehicle_condition                           1
Type_of_order                           Snack
Type_of_vehicle                    motorcycle
multiple_deliveries                  1.000000
Festival                                   No
City                            Metropolitian
Time_taken (min)                    17.000000
Name: 44723, dtype: object
