ID                                       0x11a6
Delivery_person_ID                VADRES18DEL01
Delivery_person_Age                       33.00
Delivery_person_Ratings                    4.50
Restaurant_latitude                        0.00
Restaurant_longitude                       0.00
Delivery_location_latitude                 0.04
Delivery_location_longitude                0.04
Order_Date                           07-03-2022
Time_Orderd                               13:50
Time_Order_picked                         13:60
Weather conditions                        Sunny
Road_traffic_density                       High
Vehicle_condition                             2
Type_of_order                            Buffet
Type_of_vehicle                electric_scooter
multiple_deliveries                        0.00
Festival                                     No
City                              Metropolitian
Time_taken (min)                          24.00
Name: 17794, dtype: object
