ID                                       0x32a5
Delivery_person_ID               PUNERES17DEL02
Delivery_person_Age                   30.000000
Delivery_person_Ratings                4.900000
Restaurant_latitude                   18.530963
Restaurant_longitude                  73.828972
Delivery_location_latitude            18.610963
Delivery_location_longitude           73.908972
Order_Date                           02-03-2022
Time_Orderd                               22:40
Time_Order_picked                         22:55
Weather conditions                        Windy
Road_traffic_density                        Low
Vehicle_condition                             2
Type_of_order                            Drinks
Type_of_vehicle                electric_scooter
multiple_deliveries                    0.000000
Festival                                     No
City                              Metropolitian
Time_taken (min)                      25.000000
Name: 13013, dtype: object
