ID                                    0x4d17
Delivery_person_ID             MYSRES08DEL02
Delivery_person_Age                36.000000
Delivery_person_Ratings             4.800000
Restaurant_latitude                12.297954
Restaurant_longitude               76.665169
Delivery_location_latitude         12.347954
Delivery_location_longitude        76.715169
Order_Date                        13-03-2022
Time_Orderd                            20:50
Time_Order_picked                      21:05
Weather conditions                Sandstorms
Road_traffic_density                     Jam
Vehicle_condition                          1
Type_of_order                           Meal
Type_of_vehicle                   motorcycle
multiple_deliveries                 1.000000
Festival                                  No
City                           Metropolitian
Time_taken (min)                   31.000000
Name: 22570, dtype: object
