ID                                       0x173e
Delivery_person_ID             RANCHIRES09DEL01
Delivery_person_Age                   25.000000
Delivery_person_Ratings                3.900000
Restaurant_latitude                   23.351058
Restaurant_longitude                  85.325731
Delivery_location_latitude            23.391058
Delivery_location_longitude           85.365731
Order_Date                           03-03-2022
Time_Orderd                               14:30
Time_Order_picked                         14:45
Weather conditions                        Sunny
Road_traffic_density                       High
Vehicle_condition                             0
Type_of_order                            Drinks
Type_of_vehicle                      motorcycle
multiple_deliveries                    1.000000
Festival                                    Yes
City                              Metropolitian
Time_taken (min)                      45.000000
Name: 21896, dtype: object
