ID                                       0x8a17
Delivery_person_ID             RANCHIRES17DEL02
Delivery_person_Age                   23.000000
Delivery_person_Ratings                4.700000
Restaurant_latitude                   23.374878
Restaurant_longitude                  85.335739
Delivery_location_latitude            23.394878
Delivery_location_longitude           85.355739
Order_Date                           30-03-2022
Time_Orderd                               11:35
Time_Order_picked                         11:50
Weather conditions                        Windy
Road_traffic_density                       High
Vehicle_condition                             1
Type_of_order                            Buffet
Type_of_vehicle                      motorcycle
multiple_deliveries                    1.000000
Festival                                     No
City                                      Urban
Time_taken (min)                      15.000000
Name: 30143, dtype: object
