ID                                       0x304a
Delivery_person_ID             RANCHIRES11DEL01
Delivery_person_Age                   29.000000
Delivery_person_Ratings                3.500000
Restaurant_latitude                   23.359194
Restaurant_longitude                  85.325447
Delivery_location_latitude            23.469194
Delivery_location_longitude           85.435447
Order_Date                           12-03-2022
Time_Orderd                               22:30
Time_Order_picked                         22:45
Weather conditions                        Sunny
Road_traffic_density                        Low
Vehicle_condition                             2
Type_of_order                            Drinks
Type_of_vehicle                         scooter
multiple_deliveries                    1.000000
Festival                                     No
City                                      Urban
Time_taken (min)                      34.000000
Name: 43708, dtype: object
