ID                                       0x57f1
Delivery_person_ID               CHENRES14DEL03
Delivery_person_Age                   22.000000
Delivery_person_Ratings                4.800000
Restaurant_latitude                   13.026279
Restaurant_longitude                  80.174568
Delivery_location_latitude            13.086279
Delivery_location_longitude           80.234568
Order_Date                           30-03-2022
Time_Orderd                               21:50
Time_Order_picked                         22:05
Weather conditions                       Stormy
Road_traffic_density                        Jam
Vehicle_condition                             2
Type_of_order                             Snack
Type_of_vehicle                electric_scooter
multiple_deliveries                    1.000000
Festival                                     No
City                              Metropolitian
Time_taken (min)                      11.000000
Name: 25282, dtype: object
