ID                                       0x2c46
Delivery_person_ID                VADRES17DEL01
Delivery_person_Age                       33.00
Delivery_person_Ratings                    4.60
Restaurant_latitude                        0.00
Restaurant_longitude                       0.00
Delivery_location_latitude                 0.11
Delivery_location_longitude                0.11
Order_Date                           04-04-2022
Time_Orderd                               23:45
Time_Order_picked                         23:55
Weather conditions                        Sunny
Road_traffic_density                        Low
Vehicle_condition                             2
Type_of_order                            Buffet
Type_of_vehicle                electric_scooter
multiple_deliveries                        1.00
Festival                                     No
City                              Metropolitian
Time_taken (min)                          19.00
Name: 16505, dtype: object
