ID                                       0x490d
Delivery_person_ID             RANCHIRES18DEL02
Delivery_person_Age                   31.000000
Delivery_person_Ratings                4.400000
Restaurant_latitude                   23.351489
Restaurant_longitude                  85.324253
Delivery_location_latitude            23.431489
Delivery_location_longitude           85.404253
Order_Date                           06-03-2022
Time_Orderd                               18:10
Time_Order_picked                         18:15
Weather conditions                       Stormy
Road_traffic_density                     Medium
Vehicle_condition                             0
Type_of_order                             Snack
Type_of_vehicle                      motorcycle
multiple_deliveries                    1.000000
Festival                                    Yes
City                              Metropolitian
Time_taken (min)                      46.000000
Name: 22834, dtype: object
