ID                                       0x700d
Delivery_person_ID             RANCHIRES03DEL03
Delivery_person_Age                       28.00
Delivery_person_Ratings                    4.50
Restaurant_latitude                        0.00
Restaurant_longitude                       0.00
Delivery_location_latitude                 0.09
Delivery_location_longitude                0.09
Order_Date                           12-03-2022
Time_Orderd                               20:45
Time_Order_picked                         20:55
Weather conditions                        Windy
Road_traffic_density                        Jam
Vehicle_condition                             1
Type_of_order                             Snack
Type_of_vehicle                         scooter
multiple_deliveries                        1.00
Festival                                     No
City                                      Urban
Time_taken (min)                          28.00
Name: 29840, dtype: object
