ID                                       0x735e
Delivery_person_ID             RANCHIRES15DEL01
Delivery_person_Age                   30.000000
Delivery_person_Ratings                4.600000
Restaurant_latitude                   23.369746
Restaurant_longitude                  85.339820
Delivery_location_latitude            23.479746
Delivery_location_longitude           85.449820
Order_Date                           20-03-2022
Time_Orderd                               21:25
Time_Order_picked                         21:35
Weather conditions                       Stormy
Road_traffic_density                        Jam
Vehicle_condition                             0
Type_of_order                            Buffet
Type_of_vehicle                      motorcycle
multiple_deliveries                    3.000000
Festival                                    Yes
City                              Metropolitian
Time_taken (min)                      54.000000
Name: 17980, dtype: object
