ID                                     0x1f97
Delivery_person_ID             BANGRES17DEL02
Delivery_person_Age                 32.000000
Delivery_person_Ratings              4.900000
Restaurant_latitude                 12.972532
Restaurant_longitude                77.608179
Delivery_location_latitude          12.992532
Delivery_location_longitude         77.628179
Order_Date                         03-03-2022
Time_Orderd                             10:50
Time_Order_picked                       11:05
Weather conditions                      Windy
Road_traffic_density                      Low
Vehicle_condition                           1
Type_of_order                          Buffet
Type_of_vehicle                       scooter
multiple_deliveries                  1.000000
Festival                                   No
City                            Metropolitian
Time_taken (min)                    29.000000
Name: 25046, dtype: object
