ID                                       0x92e3
Delivery_person_ID             RANCHIRES03DEL01
Delivery_person_Age                       21.00
Delivery_person_Ratings                    4.60
Restaurant_latitude                        0.00
Restaurant_longitude                       0.00
Delivery_location_latitude                 0.04
Delivery_location_longitude                0.04
Order_Date                           01-03-2022
Time_Orderd                               16:20
Time_Order_picked                         16:35
Weather conditions                   Sandstorms
Road_traffic_density                     Medium
Vehicle_condition                             0
Type_of_order                            Buffet
Type_of_vehicle                      motorcycle
multiple_deliveries                        1.00
Festival                                     No
City                                      Urban
Time_taken (min)                          14.00
Name: 4532, dtype: object
