ID                                     0x2f29
Delivery_person_ID             INDORES16DEL02
Delivery_person_Age                 28.000000
Delivery_person_Ratings              4.600000
Restaurant_latitude                 22.744648
Restaurant_longitude                75.894377
Delivery_location_latitude          22.764648
Delivery_location_longitude         75.914377
Order_Date                         19-03-2022
Time_Orderd                             11:60
Time_Order_picked                       12:15
Weather conditions                      Sunny
Road_traffic_density                     High
Vehicle_condition                           1
Type_of_order                          Drinks
Type_of_vehicle                       scooter
multiple_deliveries                  0.000000
Festival                                   No
City                            Metropolitian
Time_taken (min)                    18.000000
Name: 23036, dtype: object
