ID                                    0x108d
Delivery_person_ID             JAPRES14DEL02
Delivery_person_Age                      NaN
Delivery_person_Ratings                  NaN
Restaurant_latitude                26.888420
Restaurant_longitude               75.800689
Delivery_location_latitude         26.908420
Delivery_location_longitude        75.820689
Order_Date                        19-03-2022
Time_Orderd                             9:15
Time_Order_picked                       9:25
Weather conditions                     Windy
Road_traffic_density                     Low
Vehicle_condition                          2
Type_of_order                         Drinks
Type_of_vehicle                      scooter
multiple_deliveries                 0.000000
Festival                                  No
City                                   Urban
Time_taken (min)                   17.000000
Name: 22361, dtype: object
