ID                                       0x4f5
Delivery_person_ID             COIMBRES13DEL02
Delivery_person_Age                        NaN
Delivery_person_Ratings                    NaN
Restaurant_latitude                 -11.003669
Restaurant_longitude                -76.976494
Delivery_location_latitude           11.053669
Delivery_location_longitude          77.026494
Order_Date                          05-03-2022
Time_Orderd                                NaN
Time_Order_picked                        20:15
Weather conditions                         NaN
Road_traffic_density                       NaN
Vehicle_condition                            3
Type_of_order                             Meal
Type_of_vehicle                        scooter
multiple_deliveries                   1.000000
Festival                                    No
City                             Metropolitian
Time_taken (min)                     25.000000
Name: 14812, dtype: object
