ID                                      0xb359
Delivery_person_ID             COIMBRES03DEL02
Delivery_person_Age                  23.000000
Delivery_person_Ratings               4.200000
Restaurant_latitude                  11.025083
Restaurant_longitude                 77.015393
Delivery_location_latitude           11.075083
Delivery_location_longitude          77.065393
Order_Date                          01-04-2022
Time_Orderd                              23:50
Time_Order_picked                        23:60
Weather conditions                      Stormy
Road_traffic_density                       Low
Vehicle_condition                            0
Type_of_order                           Drinks
Type_of_vehicle                     motorcycle
multiple_deliveries                   1.000000
Festival                                    No
City                             Metropolitian
Time_taken (min)                     27.000000
Name: 29024, dtype: object
