ID                                    0x636d
Delivery_person_ID             MUMRES09DEL02
Delivery_person_Age                37.000000
Delivery_person_Ratings             4.400000
Restaurant_latitude                18.994049
Restaurant_longitude               72.825203
Delivery_location_latitude         19.124049
Delivery_location_longitude        72.955203
Order_Date                        14-03-2022
Time_Orderd                            23:35
Time_Order_picked                      23:45
Weather conditions                    Cloudy
Road_traffic_density                     Low
Vehicle_condition                          0
Type_of_order                         Buffet
Type_of_vehicle                   motorcycle
multiple_deliveries                 1.000000
Festival                                  No
City                           Metropolitian
Time_taken (min)                   42.000000
Name: 24435, dtype: object
