ID                                       0x39a7
Delivery_person_ID                HYDRES11DEL02
Delivery_person_Age                   20.000000
Delivery_person_Ratings                4.600000
Restaurant_latitude                   17.430448
Restaurant_longitude                  78.418213
Delivery_location_latitude            17.480448
Delivery_location_longitude           78.468213
Order_Date                           03-03-2022
Time_Orderd                               18:25
Time_Order_picked                         18:30
Weather conditions                        Windy
Road_traffic_density                     Medium
Vehicle_condition                             2
Type_of_order                             Snack
Type_of_vehicle                electric_scooter
multiple_deliveries                    1.000000
Festival                                     No
City                              Metropolitian
Time_taken (min)                      25.000000
Name: 7243, dtype: object
