ID                                    0xcc02
Delivery_person_ID             KNPRES17DEL02
Delivery_person_Age                26.000000
Delivery_person_Ratings             4.000000
Restaurant_latitude                26.483042
Restaurant_longitude               80.317833
Delivery_location_latitude         26.563042
Delivery_location_longitude        80.397833
Order_Date                        12-02-2022
Time_Orderd                            21:25
Time_Order_picked                      21:35
Weather conditions                       Fog
Road_traffic_density                     Jam
Vehicle_condition                          1
Type_of_order                           Meal
Type_of_vehicle                      scooter
multiple_deliveries                 1.000000
Festival                                  No
City                           Metropolitian
Time_taken (min)                   43.000000
Name: 43974, dtype: object
