ID                                    0xc762
Delivery_person_ID             KOLRES20DEL01
Delivery_person_Age                35.000000
Delivery_person_Ratings             3.500000
Restaurant_latitude                22.514119
Restaurant_longitude               88.362504
Delivery_location_latitude         22.584119
Delivery_location_longitude        88.432504
Order_Date                        14-02-2022
Time_Orderd                            22:45
Time_Order_picked                      22:50
Weather conditions                    Cloudy
Road_traffic_density                     Low
Vehicle_condition                          2
Type_of_order                          Snack
Type_of_vehicle                      scooter
multiple_deliveries                 1.000000
Festival                                  No
City                           Metropolitian
Time_taken (min)                   39.000000
Name: 39339, dtype: object
