ID                                      0x5d43
Delivery_person_ID             COIMBRES14DEL01
Delivery_person_Age                  33.000000
Delivery_person_Ratings               3.600000
Restaurant_latitude                  11.003681
Restaurant_longitude                 76.975525
Delivery_location_latitude           11.113681
Delivery_location_longitude          77.085525
Order_Date                          04-04-2022
Time_Orderd                              19:55
Time_Order_picked                        20:10
Weather conditions                      Stormy
Road_traffic_density                       Jam
Vehicle_condition                            2
Type_of_order                             Meal
Type_of_vehicle                        scooter
multiple_deliveries                   1.000000
Festival                                    No
City                                     Urban
Time_taken (min)                     39.000000
Name: 24959, dtype: object
