ID                                      0xb913
Delivery_person_ID             COIMBRES05DEL02
Delivery_person_Age                  27.000000
Delivery_person_Ratings               5.000000
Restaurant_latitude                  11.022169
Restaurant_longitude                 76.999594
Delivery_location_latitude           11.152169
Delivery_location_longitude          77.129594
Order_Date                          18-03-2022
Time_Orderd                              19:60
Time_Order_picked                        20:10
Weather conditions                      Cloudy
Road_traffic_density                       Jam
Vehicle_condition                            0
Type_of_order                           Drinks
Type_of_vehicle                     motorcycle
multiple_deliveries                   1.000000
Festival                                    No
City                                     Urban
Time_taken (min)                     37.000000
Name: 36667, dtype: object
