ID                                     0x60f7
Delivery_person_ID             PUNERES13DEL02
Delivery_person_Age                 24.000000
Delivery_person_Ratings              5.000000
Restaurant_latitude                 18.562450
Restaurant_longitude                73.916619
Delivery_location_latitude          18.582450
Delivery_location_longitude         73.936619
Order_Date                         03-03-2022
Time_Orderd                              8:60
Time_Order_picked                        9:10
Weather conditions                 Sandstorms
Road_traffic_density                      Low
Vehicle_condition                           2
Type_of_order                           Snack
Type_of_vehicle                       scooter
multiple_deliveries                  0.000000
Festival                                   No
City                                    Urban
Time_taken (min)                    15.000000
Name: 16723, dtype: object
