ID                                    0x39c8
Delivery_person_ID             MYSRES09DEL01
Delivery_person_Age                32.000000
Delivery_person_Ratings             4.100000
Restaurant_latitude                12.323194
Restaurant_longitude               76.630583
Delivery_location_latitude         12.393194
Delivery_location_longitude        76.700583
Order_Date                        04-03-2022
Time_Orderd                            18:40
Time_Order_picked                      18:55
Weather conditions                    Cloudy
Road_traffic_density                  Medium
Vehicle_condition                          2
Type_of_order                           Meal
Type_of_vehicle                      scooter
multiple_deliveries                 1.000000
Festival                                  No
City                                   Urban
Time_taken (min)                   40.000000
Name: 16633, dtype: object
