ID                                    0xc098
Delivery_person_ID             KOCRES19DEL03
Delivery_person_Age                23.000000
Delivery_person_Ratings             4.200000
Restaurant_latitude                -9.960846
Restaurant_longitude               76.293936
Delivery_location_latitude         10.050846
Delivery_location_longitude        76.383936
Order_Date                        18-02-2022
Time_Orderd                            20:35
Time_Order_picked                      20:50
Weather conditions                    Cloudy
Road_traffic_density                     Jam
Vehicle_condition                          1
Type_of_order                           Meal
Type_of_vehicle                   motorcycle
multiple_deliveries                 1.000000
Festival                                  No
City                           Metropolitian
Time_taken (min)                   42.000000
Name: 32356, dtype: object
