ID                                    0xb773
Delivery_person_ID             HYDRES19DEL02
Delivery_person_Age                37.000000
Delivery_person_Ratings             5.000000
Restaurant_latitude                17.458998
Restaurant_longitude               78.500366
Delivery_location_latitude         17.478998
Delivery_location_longitude        78.520366
Order_Date                        15-03-2022
Time_Orderd                            11:60
Time_Order_picked                      12:15
Weather conditions                       Fog
Road_traffic_density                    High
Vehicle_condition                          1
Type_of_order                         Drinks
Type_of_vehicle                   motorcycle
multiple_deliveries                 1.000000
Festival                                  No
City                           Metropolitian
Time_taken (min)                   25.000000
Name: 28130, dtype: object
