ID                                       0x84a3
Delivery_person_ID             RANCHIRES07DEL01
Delivery_person_Age                   27.000000
Delivery_person_Ratings                4.900000
Restaurant_latitude                   23.359407
Restaurant_longitude                  85.325055
Delivery_location_latitude            23.399407
Delivery_location_longitude           85.365055
Order_Date                           21-03-2022
Time_Orderd                               12:60
Time_Order_picked                         13:15
Weather conditions                   Sandstorms
Road_traffic_density                       High
Vehicle_condition                             1
Type_of_order                            Buffet
Type_of_vehicle                      motorcycle
multiple_deliveries                    1.000000
Festival                                     No
City                              Metropolitian
Time_taken (min)                      27.000000
Name: 41325, dtype: object
