ID                                       0x47e4
Delivery_person_ID             RANCHIRES02DEL02
Delivery_person_Age                       37.00
Delivery_person_Ratings                    4.80
Restaurant_latitude                        0.00
Restaurant_longitude                       0.00
Delivery_location_latitude                 0.13
Delivery_location_longitude                0.13
Order_Date                           08-03-2022
Time_Orderd                               22:10
Time_Order_picked                         22:15
Weather conditions                       Stormy
Road_traffic_density                        Low
Vehicle_condition                             1
Type_of_order                            Buffet
Type_of_vehicle                         scooter
multiple_deliveries                        1.00
Festival                                     No
City                              Metropolitian
Time_taken (min)                          22.00
Name: 25167, dtype: object
