ID                                       0x8923
Delivery_person_ID                MUMRES05DEL01
Delivery_person_Age                   25.000000
Delivery_person_Ratings                4.600000
Restaurant_latitude                   18.927584
Restaurant_longitude                  72.832585
Delivery_location_latitude            18.937584
Delivery_location_longitude           72.842585
Order_Date                           07-03-2022
Time_Orderd                               11:40
Time_Order_picked                         11:45
Weather conditions                       Stormy
Road_traffic_density                       High
Vehicle_condition                             2
Type_of_order                            Drinks
Type_of_vehicle                electric_scooter
multiple_deliveries                    0.000000
Festival                                     No
City                                      Urban
Time_taken (min)                      22.000000
Name: 13098, dtype: object
