ID                                    0xe184
Delivery_person_ID             KOCRES17DEL01
Delivery_person_Age                39.000000
Delivery_person_Ratings             4.200000
Restaurant_latitude                 9.959778
Restaurant_longitude               76.296106
Delivery_location_latitude          9.999778
Delivery_location_longitude        76.336106
Order_Date                        11-02-2022
Time_Orderd                            12:10
Time_Order_picked                      12:15
Weather conditions                     Windy
Road_traffic_density                    High
Vehicle_condition                          2
Type_of_order                           Meal
Type_of_vehicle                      scooter
multiple_deliveries                 1.000000
Festival                                  No
City                           Metropolitian
Time_taken (min)                   32.000000
Name: 32376, dtype: object
