ID                                       0x563e
Delivery_person_ID              COIMBRES13DEL01
Delivery_person_Age                   28.000000
Delivery_person_Ratings                4.800000
Restaurant_latitude                   11.003669
Restaurant_longitude                  76.976494
Delivery_location_latitude            11.013669
Delivery_location_longitude           76.986494
Order_Date                           01-04-2022
Time_Orderd                                9:25
Time_Order_picked                          9:30
Weather conditions                        Windy
Road_traffic_density                        Low
Vehicle_condition                             2
Type_of_order                             Snack
Type_of_vehicle                electric_scooter
multiple_deliveries                    1.000000
Festival                                     No
City                              Metropolitian
Time_taken (min)                      11.000000
Name: 26345, dtype: object
