ID                                       0x41a2
Delivery_person_ID                MUMRES04DEL01
Delivery_person_Age                   37.000000
Delivery_person_Ratings                4.400000
Restaurant_latitude                   19.254567
Restaurant_longitude                  72.848923
Delivery_location_latitude            19.294567
Delivery_location_longitude           72.888923
Order_Date                           09-03-2022
Time_Orderd                               14:45
Time_Order_picked                         14:60
Weather conditions                       Cloudy
Road_traffic_density                       High
Vehicle_condition                             2
Type_of_order                            Drinks
Type_of_vehicle                electric_scooter
multiple_deliveries                    0.000000
Festival                                     No
City                                        NaN
Time_taken (min)                      36.000000
Name: 30383, dtype: object
