ID                                    0xe281
Delivery_person_ID             BHPRES01DEL01
Delivery_person_Age                25.000000
Delivery_person_Ratings             4.400000
Restaurant_latitude                23.211529
Restaurant_longitude               77.419399
Delivery_location_latitude         23.221529
Delivery_location_longitude        77.429399
Order_Date                        13-02-2022
Time_Orderd                             8:10
Time_Order_picked                       8:20
Weather conditions                Sandstorms
Road_traffic_density                     Low
Vehicle_condition                          0
Type_of_order                         Buffet
Type_of_vehicle                   motorcycle
multiple_deliveries                 0.000000
Festival                                  No
City                           Metropolitian
Time_taken (min)                   18.000000
Name: 33125, dtype: object
