ID                                    0x356a
Delivery_person_ID             SURRES17DEL03
Delivery_person_Age                28.000000
Delivery_person_Ratings             4.400000
Restaurant_latitude                21.149569
Restaurant_longitude               72.772697
Delivery_location_latitude         21.239569
Delivery_location_longitude        72.862697
Order_Date                        12-03-2022
Time_Orderd                            19:55
Time_Order_picked                      20:05
Weather conditions                       Fog
Road_traffic_density                     Jam
Vehicle_condition                          1
Type_of_order                         Drinks
Type_of_vehicle                   motorcycle
multiple_deliveries                 1.000000
Festival                                  No
City                           Metropolitian
Time_taken (min)                   32.000000
Name: 33760, dtype: object
