ID                                       0x8d89
Delivery_person_ID               PUNERES11DEL03
Delivery_person_Age                   29.000000
Delivery_person_Ratings                4.600000
Restaurant_latitude                   18.533811
Restaurant_longitude                  73.899315
Delivery_location_latitude            18.623811
Delivery_location_longitude           73.989315
Order_Date                           29-03-2022
Time_Orderd                               23:40
Time_Order_picked                         23:55
Weather conditions                       Cloudy
Road_traffic_density                        Low
Vehicle_condition                             2
Type_of_order                              Meal
Type_of_vehicle                electric_scooter
multiple_deliveries                    1.000000
Festival                                     No
City                              Metropolitian
Time_taken (min)                      28.000000
Name: 34673, dtype: object
