ID                                      0x55d2
Delivery_person_ID             COIMBRES18DEL01
Delivery_person_Age                  38.000000
Delivery_person_Ratings               4.400000
Restaurant_latitude                  11.020910
Restaurant_longitude                 76.940432
Delivery_location_latitude           11.030910
Delivery_location_longitude          76.950432
Order_Date                          21-03-2022
Time_Orderd                               8:10
Time_Order_picked                         8:25
Weather conditions                       Windy
Road_traffic_density                       Low
Vehicle_condition                            0
Type_of_order                           Drinks
Type_of_vehicle                     motorcycle
multiple_deliveries                   0.000000
Festival                                    No
City                                     Urban
Time_taken (min)                     23.000000
Name: 20690, dtype: object
