ID                                       0x33e1
Delivery_person_ID                MUMRES13DEL01
Delivery_person_Age                   26.000000
Delivery_person_Ratings                4.800000
Restaurant_latitude                   19.178321
Restaurant_longitude                  72.834715
Delivery_location_latitude            19.218321
Delivery_location_longitude           72.874715
Order_Date                           15-03-2022
Time_Orderd                               15:40
Time_Order_picked                         15:50
Weather conditions                        Sunny
Road_traffic_density                     Medium
Vehicle_condition                             2
Type_of_order                             Snack
Type_of_vehicle                electric_scooter
multiple_deliveries                    1.000000
Festival                                     No
City                              Metropolitian
Time_taken (min)                      16.000000
Name: 17899, dtype: object
