ID                                       0x41e3
Delivery_person_ID             COIMBRES010DEL01
Delivery_person_Age                   37.000000
Delivery_person_Ratings                4.100000
Restaurant_latitude                   11.003008
Restaurant_longitude                  76.975440
Delivery_location_latitude            11.013008
Delivery_location_longitude           76.985440
Order_Date                           09-03-2022
Time_Orderd                               11:55
Time_Order_picked                         11:60
Weather conditions                        Windy
Road_traffic_density                       High
Vehicle_condition                             1
Type_of_order                            Buffet
Type_of_vehicle                      motorcycle
multiple_deliveries                    1.000000
Festival                                     No
City                              Metropolitian
Time_taken (min)                      34.000000
Name: 36864, dtype: object
