ID                                       0x326d
Delivery_person_ID                JAPRES14DEL01
Delivery_person_Age                   24.000000
Delivery_person_Ratings                4.800000
Restaurant_latitude                   26.888420
Restaurant_longitude                  75.800689
Delivery_location_latitude            26.928420
Delivery_location_longitude           75.840689
Order_Date                           13-03-2022
Time_Orderd                               16:55
Time_Order_picked                         17:05
Weather conditions                   Sandstorms
Road_traffic_density                     Medium
Vehicle_condition                             2
Type_of_order                            Buffet
Type_of_vehicle                electric_scooter
multiple_deliveries                    1.000000
Festival                                     No
City                              Metropolitian
Time_taken (min)                      29.000000
Name: 9016, dtype: object
