ID                                     0x913c
Delivery_person_ID             INDORES06DEL03
Delivery_person_Age                 21.000000
Delivery_person_Ratings              4.700000
Restaurant_latitude                 22.728163
Restaurant_longitude                75.884212
Delivery_location_latitude          22.758163
Delivery_location_longitude         75.914212
Order_Date                         15-03-2022
Time_Orderd                             21:40
Time_Order_picked                       21:50
Weather conditions                     Stormy
Road_traffic_density                      Jam
Vehicle_condition                           2
Type_of_order                            Meal
Type_of_vehicle                       scooter
multiple_deliveries                  1.000000
Festival                                   No
City                            Metropolitian
Time_taken (min)                    23.000000
Name: 27535, dtype: object
