ID                                       0x40f1
Delivery_person_ID              COIMBRES01DEL01
Delivery_person_Age                   28.000000
Delivery_person_Ratings                4.700000
Restaurant_latitude                   11.016298
Restaurant_longitude                  76.972076
Delivery_location_latitude            11.026298
Delivery_location_longitude           76.982076
Order_Date                           13-03-2022
Time_Orderd                                8:25
Time_Order_picked                          8:30
Weather conditions                       Stormy
Road_traffic_density                        Low
Vehicle_condition                             2
Type_of_order                            Buffet
Type_of_vehicle                electric_scooter
multiple_deliveries                    1.000000
Festival                                     No
City                                      Urban
Time_taken (min)                      14.000000
Name: 5229, dtype: object
