ID                                    0xcf52
Delivery_person_ID             KOLRES12DEL03
Delivery_person_Age                26.000000
Delivery_person_Ratings             4.100000
Restaurant_latitude                22.551084
Restaurant_longitude               88.354127
Delivery_location_latitude         22.581084
Delivery_location_longitude        88.384127
Order_Date                        13-02-2022
Time_Orderd                            23:25
Time_Order_picked                      23:35
Weather conditions                    Stormy
Road_traffic_density                     Low
Vehicle_condition                          0
Type_of_order                         Drinks
Type_of_vehicle                   motorcycle
multiple_deliveries                 0.000000
Festival                                  No
City                           Metropolitian
Time_taken (min)                   21.000000
Name: 10869, dtype: object
