ID                                       0x4f34
Delivery_person_ID               PUNERES11DEL02
Delivery_person_Age                   30.000000
Delivery_person_Ratings                3.600000
Restaurant_latitude                   18.533811
Restaurant_longitude                  73.899315
Delivery_location_latitude            18.663811
Delivery_location_longitude           74.029315
Order_Date                           06-03-2022
Time_Orderd                               23:30
Time_Order_picked                         23:45
Weather conditions                          Fog
Road_traffic_density                        Low
Vehicle_condition                             2
Type_of_order                            Drinks
Type_of_vehicle                electric_scooter
multiple_deliveries                         NaN
Festival                                     No
City                              Metropolitian
Time_taken (min)                      35.000000
Name: 35490, dtype: object
