ID                                       0x1d22
Delivery_person_ID             RANCHIRES16DEL02
Delivery_person_Age                   39.000000
Delivery_person_Ratings                4.300000
Restaurant_latitude                   23.371292
Restaurant_longitude                  85.327872
Delivery_location_latitude            23.421292
Delivery_location_longitude           85.377872
Order_Date                           03-04-2022
Time_Orderd                               19:30
Time_Order_picked                         19:40
Weather conditions                          Fog
Road_traffic_density                        Jam
Vehicle_condition                             1
Type_of_order                             Snack
Type_of_vehicle                      motorcycle
multiple_deliveries                    1.000000
Festival                                     No
City                              Metropolitian
Time_taken (min)                      38.000000
Name: 34800, dtype: object
